RANDOM FOREST
DataTrain length:  3428
DataTest length:  988
Accuracy:  0.97975708502

Report:

             precision    recall  f1-score   support

        pos       0.96      0.97      0.96       163
        neg       1.00      0.97      0.98       316
        neu       0.98      0.99      0.98       509

avg / total       0.98      0.98      0.98       988


Confusion Matrix:

[[158   0   5]
31 - alastair w respect the old alternatives were talking to a computer in india or the geek squad apple does a pretty great job  ->  neu
32 - why book apple genius bar if after hours you still can t be served disappointing apple store sydney thanksfornothing  ->  neg
33 - i m a current blackberry user little bit disappointed with it should i move to android or apple iphone  ->  pos
34 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co dllabuak pampershelloapps  ->  neu
35 - motoactiv methinks apple and maybe nike are already prepping lawsuits  ->  neu
36 - iphone s ibm apple iphone s siri is not watson ibmwatson  ->  neu
37 - i have to change my homepage from apple steve jobs looks like an owl  ->  neu
38 - had issues with siri reaching network today too many uses or my signal apple  ->  neg
39 - good or bad results for apple depends on who you ask apparently http t co ydh ffxe  ->  neu
40 - ford should have teamed up with apple instead of microsoft to make this sync system in my new focus car is sweet sync is epicfail  ->  neg
41 - love my new i s apple updates just when i think it can t get any better somehow it simplifies my life more that s right it s an apple  ->  pos
42 - iphone s first weekend sales top four million http t co o zqny k via apple  ->  neu
43 - iphone watch siri work on the old iphone gizmodo http t co dgpwl r apple allow commands from iphone stop playin  ->  pos
44 - this is what i have been waiting for rt apple the last big project steve jobs was working on was the new cranial insertion device implant  ->  neu
45 - apple users get the official kalifornia cavi app on your apple device now on powered by apple download it free http t co hlgnvlrw  ->  neu
46 - after a week or so with apple s ios i m considering going back to jailbroken same features as plus more not as stable though  ->  neg
47 - can this ho siri update your tweets cc apple iphone news  ->  neu
48 - how do you sync gmail contacts with your iphone help please apple gmail  ->  neu
49 - can t wait for spotify and apple to integrate with siri  ->  neu
50 - rt hofmania i just paid someone to wait in line at the apple store this morning for me on zaarly putapriceonconvenience iphone htt  ->  neu
51 - rt iancollinsuk apple have just announced they sold million phones this weekend incredible that recession continues to bite apple  ->  neu
52 - waiting patiently for me at the apple store badog http t co nafaexuh  ->  neu
53 - is it me or blackberry is begging ppl not to go apple iphone http t co x gdbuyk  ->  neu
54 - i m wit chu shaydiddy officially boycotting ups calling apple to curse them out next for using them wasting my time  ->  neg
55 - apple downloads of ios are proving popular with users http t co nshlfiux  ->  pos
56 - electricsoup it has to connect to apple to process commands which it is failing to do right now  ->  neg
57 - apple needs to give me a contract deal i get them new customers all the time teamiphone  ->  neu
58 - in less than an hour my post ios iphone has gone from to battery charge and the apple store folks have no solution for me  ->  neg
59 - looks like apple did not appropriately project the resources needed for siri not very reliable  ->  neg
60 - siri is kinda slow tho impressed it got my accent and commands first time out apple  ->  neu
61 - iphone s setup siri for your tweets http t co ws lints apple apple iphone siri  ->  neu
62 - really apple and att removing the g edge switch on ios you do realize that you work on the g network in places often right  ->  neu
63 - stay hungry stay foolish steve jobs founder apple winningwithel  ->  neu
64 - apple you got me i m now invested macbook pro next year time to get on selling more of my android gear  ->  pos
65 - yellowgate some iphone s users complain of yellow tint to screen http t co uaqrxtnk apple iphone s  ->  neg
66 - so apple the new imessage is great and all but is there a way to default to sms when i m not on wifi i have limited data  ->  neu
67 - good support fm kevin apple bellevue store biz customers ty  ->  pos
68 - strange i cannot put my newsstand app into any group apple wants to be our new paperboy ios iphone  ->  neu
69 - apple can you get your iphone to stop vibrating when you get a text  ->  neu
70 - one would think the voice recognition on the apple tech support line would work a little better  ->  neg
71 - asked siri where s baby lisa and was told sorry i m having trouble connecting to the network right now apple server fail ios  ->  neg
72 - i just sent my grandma a post card using my cardsapp thanks apple  ->  pos
73 - ipads replace bound playbooks on some n f l teams http t co uxawkwf apple nytimes  ->  pos
74 - siri now knows who my dad mom brother and girlfriend is thanks apple  ->  pos
75 - rt rickholgate packed session on apple and google at gartnersym indicator of today s mindshare  ->  neu
76 - rt imightbewrong i m over people bitching about the iphone s i think it s the smartest phone i ve ever had and i m very happy  ->  pos
77 - how much do apples factories cost asymco http t co gh tvqmo  ->  neu
78 - now with siri were talking to our iphones how will we ever know if people are really truly crazy p iphone s siri apple apple  ->  neu
79 - ihs iphone s shows key design and component changes http t co tfigidv apple apple iphome s ios  ->  neu
80 - the nice apple tech support guy fixed my itouch d  ->  pos
81 - apple must be launching a searchengine imminent surely applesearch applecore bigapple haha please be the latter  ->  neu
82 - apple why do i have to have apps i am updating in their original folder location that was painful  ->  neg
83 - clarence thomas must have designed the new osx lion tossing decades of workflow standards apple bring back save as autosavesucks  ->  neg
84 - rt jamaicanidler lmao i think apple is onto something magical i am dying haha siri suggested where to find whores and where to h  ->  pos
85 - xwordy icloud was new i didn t need weather or stocks but they were there pre ios so i m not hopeful that this will help apple  ->  neu
86 - rt marcmonster siri keeps trying to send me to escort services is that legal apple  ->  neu
87 - apple ios geolocation suburbs with words drops map pins in other states please fix  ->  neg
88 - iphone s setup siri for your tweets http t co fz oij apple apple iphone siri  ->  neu
89 - rt katebetts another great james stewart story in today s ny times about importance of architecture in apple retail success http t  ->  pos
90 - now who can guarantee that apple hd nothing do with blackberry rim server failure days after over million iphone s sold in days  ->  neu
91 - this reader button for safari is perfect for fic apple ios stevejobsday  ->  neu
92 - rt jldavid iphone s first weekend sales top four million http t co o zqny k via apple  ->  neu
93 - hi apple household has iphones ipads minis apple tv airports timecapsule whats a usable iphoto sharing setup cc maddox  ->  neu
94 - this does not bode well after charging all night my apple iphone s has battery after only hr off charger with no calls light use  ->  neg
95 - waiting at end of person line after checking in on time for my genius bar appt apple store i do not find this system genius fail  ->  neu
96 - apple your new save a version function in pages is absolutely the most awful interrupting counter intuitive piece of crap in the world  ->  neg
97 - now apple won t let me use credit on itunes unless i have a credit card should have told me when i redeemed the cards sound fair to you  ->  neg
98 - comparing office live with google apps and apple icloud i do not see icloud leading the crowd do you agree  ->  neg
99 - steelo yea i pre order through apple and they sorry too just like at  ->  neg
100 - at apple hq  ->  neu
101 - apple should make siri avalible for all devices not exclusive to the iphone s  ->  neu
102 - steve jobs tribute iphone s cases now available iphonecaseshttp t co hyuriiq stevejobstributecases ikaveri iamsrk apple  ->  neu
103 - zombiebomber have been on the phone with verizonwireless and apple pretty much ever since then really annoyed  ->  neg
104 - icloud set up was flawless and works like a champ to the cloud apple  ->  pos
105 - stevejobs memorial at the leawood apple store http t co uvgb g  ->  neu
106 - another shrewd business model move by amazon http t co oqjrryfq rooting for the dark horse in the facebook google apple war tech  ->  neu
107 - if i was apple i d publicly denounce and file suit against nuance then buy em on the cheap siri  ->  neu
108 - lies apple the battery on this new iphone s is definitely not any better  ->  neg
109 - blackberry vs apple iphone  ->  neu
110 - every time i try the voice control on my ipod touch to send an imessage it starts playing who knew by pink still not flawless apple  ->  neg
111 - gulp apple sells million iphone s in days yahoo finance http t co zv dxria via yahoofinance  ->  neu
112 - sigh apple store seems stumped what to do about my catastrophically bad battery life after upgrading to ios  ->  neg
113 - twitter buzz for best buy http t co sesentu rt acappellamedia oh sales guy bestbuy i m not selling or using any apple p  ->  neu
114 - rt talkyo ish dear apple can we get some afro american emoticons management  ->  neu
115 - what happened rt xcuntnuggetx never purchasing another item from apple  ->  neg
116 - apple please put the tab button back in pages for ipad that hold my finger down wait for the insert tab then touch that for the tab smh  ->  neu
117 - like apple da fuck is this shit http t co nb dhlsg  ->  neg
118 - on hold for another half hour phone is ringing but no one is picking up apple you stink  ->  neg
119 - what s up twitpeeps how s every apple user liking ios  ->  neu
120 - i really hate that apple won t let you hide the newsstand app or move it into a folder it serves no purpose for me  ->  neg
121 - coatgal apple considering his circumstances suffering faults on off for long periods they replaced his phone with a new as a goodwill  ->  neu
122 - paulbentleymelb apple i think they call that profit making genius  ->  neu
123 - blackberry facebook u r really about to make me throw this blackberry in the trash an get an apple iphone facebook upload issues  ->  pos
124 - as tribute to steve apple i d consider renaming siri to steve he ll get your jobs done forever remembered for his legacy  ->  neu
125 - samsung apple you do realise you re just really pissing off the customer base as well as looking petty  ->  neg
126 - today s headline apple reports lower q earnings headline in months apple reports record q earnings  ->  neu
127 - so i am using my work pc never ever to get a feel for it it has the worst speakers ever apple you have spoiled me imamac  ->  pos
128 - waiting for jacob fairview apple storeee  ->  neu
129 - apple multiple times siri is having trouble connecting to the network siri needs servers and some exercise  ->  neg
130 - courtneytaylor apple did you get a s  ->  neu
131 - rygurl you need an apple iphone s with siri  ->  pos
132 - i love apple i love my phone but ever since this damn update my texts keep saying they re full when there are none that s a problem  ->  neu
133 - i apple http t co ondxwper  ->  pos
134 - eating apple xdd  ->  neu
135 - apple loving the new ios upgrade for the iphone  ->  pos
136 - beeethree i am aye i wasn t apple  ->  neu
137 - attending mobilemem listening to james kelley from apple  ->  neu
138 - apple scrapple  ->  neu
139 - the official kalifornia cavi mobil app is now available on the app store powered by apple download it free http t co hlgnvlrw  ->  neu
140 - using my awsome ipad i love it i love my macbook too and my ipod it s all amazing i love apple  ->  pos
141 - tomcolontonio apple epicfail  ->  neg
142 - jhoodmartin rolandsmartin yes salute to steve jobs and apple i m tweeting and you are watching on the ipad let s go schaub time to lead  ->  neu
143 - all i can say about apple right now is goodriddance see cancer isn t all bad  ->  neg
144 - i don t really like siri s voice perhaps apple can get star wars voices just like garmin http t co psujg pn  ->  neg
145 - video siri also gets angry http t co tzigd b chrisvoss apple apple siri iphone s ai  ->  neu
146 - apple your service experience is really fucking slipping except for cute eyelash batting girlies apple store http t co dohdenmg  ->  neg
147 - thanks to a minute wait on hold half an hour actually talking to someone the apple tech decides to send me an email to fix my phone  ->  neg
148 - dear apple i had to turn off all those awesome featured you just enabled data plan can t handle it mb of data just because  ->  neg
149 - rt djtrebel fail i guess apple didnt notify these clowns that the iphone isnst out yet http t co ycdnt b  ->  neu
150 - apple iphone s arrival on tuesday iphone s  ->  neu
151 - bidmyway i like your app for the apple iphone very simple and easy to use  ->  neu
152 - rt philliprowntree just registered as an apple developer here s hoping i can actually do it any help greatly appreciated  ->  pos
153 - seemingly endless loop of calls to apple ups verizonwireless to investigate my missing iphone s crankywithnophone  ->  neg
154 - mvm well if it told you what you did to it or how it happened it would be concrete evidence that apple is logging your life l  ->  neu
155 - oh just fuck you apple already iphone on schedule for summer launch http t co ofh ptag via bgr  ->  neg
156 - rt doug newton apple please fix siri she can t connect to your network  ->  neg
157 - apple by far the best ipod and first time iphone ever good job guys  ->  pos
158 - azee v apple umber proper consolidation proper syncing stop losing my purchased items checkboxes that do what you think they will do  ->  neg
159 - so apple changed the look of their on off toggle i wonder how long it will take for all the hip web apps to follow  ->  neu
160 - twalve too busy having slappy hissy fits with samsung apple  ->  neu
161 - hey apple could you hook the voice memos app on the iphone up with fine scrubbing journalists need love too  ->  neu
162 - poll http t co wu esvt q should microsoft consider making its own hardware for windows like apple does microsoft windows appl  ->  neu
163 - coatgal had a really interestng experience up in the apple store though paul was with me up there faulty iphone but out of warranty  ->  neu
164 - no kidding thejabberwockey also ericgreenspan don t forget apple stop closing the app store after each bloody purchase  ->  neu
165 - another great james stewart story in today s ny times about importance of architecture in apple retail success http t co kniz s  ->  pos
166 - oh my iphone is overcapacity huh apple won t let me be great  ->  neg
167 - warning if iphone apps spontaneously loose data it might not be the app s fault http t co sesvwwm ios downgrade apple marcoarment  ->  neg
168 - started out as a trip to the apple store turned into a spontaneous fun evening w molleymoody we danced while trying on outfits girls  ->  neu
169 - apple wish i could pick month day and year when setting a new calendar item on my iphone why hasn t the new ios fixed this yet  ->  neg
170 - kaekaed apple here is an easy way to put newsstand in a folder http t co yvxmwibi  ->  neu
171 - dear apple you must let me turn off icloud to save bandwidth and not delete every document on my ipad that s bullshit  ->  neg
172 - iphone s vs canon d mkii apple canon iphone http t co pvkqad  ->  neu
173 - we re one of a few featured education apps on the apple website today sweet http t co ywvbe z  ->  pos
174 - love ios easter eggs pull down from middle top to bottom and see what pulls down awesome little feature ios apple  ->  pos
175 - apple thanks for fixing this http t co wtj ogdo  ->  pos
176 - proof that my dad loves my sis more rt annacorinne woke up to my dad at my door w my new iphone he surprised me went to apple  ->  neu
177 - rt deb lavoy the nice guy at the apple store replaced my phone gratis when i showed him the hairline crack on the screen thanks apple  ->  pos
178 - dear apple integrated tweeting in ios rawks plz consider adding and lookup like twitter app thx http t co uhstepz  ->  neu
179 - digital x worldwide today is steve jobs day in california apple http t co qschumin  ->  neu
180 - is it me or does iphone s run a little warm sometimes apple  ->  neg
181 - salesperson at soho apple store it doesn t matter how many people are lined up out front they re not gonna get one iphone s  ->  neu
182 - rt circustk i m wit chu shaydiddy officially boycotting ups calling apple to curse them out next for using them wasting my t  ->  neg
183 - apple or microsoft buying out rim  ->  neu
184 - but seriously apple finance me a damn phone you greedy bastards or santa get your jolly ass in gear and get us a s white plz  ->  neg
185 - well apple seems b screwing iphone s resellars they still dont have s yet were promised similar ma bell s monopolistic prctices  ->  neg
186 - if apple does not resolve the siri network issues they will need to rename a great product to sorri who else is having issues  ->  neg
187 - dailydealchat apple thanks  ->  pos
188 - i apple http t co a on iaa  ->  pos
189 - ios has one problem when i save someone in my contacts they don t show his nam becuz of the region apple apple  ->  neg
190 - this is what will kill apple http t co jw z c rip apple  ->  neg
191 - i love our apple imac even though i haven t seen my hubby in days now geek  ->  pos
192 - apple store to get my phone fixed ppl lined up for s http t co auhqlivy  ->  neu
193 - awesome service from the apple store in pc thanks chris  ->  pos
194 - apple siri is not working due to network problem seriously can you fix this iphone s fail  ->  neg
195 - correction best buy kudos to chris alamo ranch s a tx fixed issues couldn t resolve after day w att apple hero of my day  ->  neg
196 - apple store dude i hear an accent where ru from me no from ct but ur not st tell me that dude maybe its http t co ztje p  ->  neu
197 - i made a reservation and yet i still have to wait in line humpt oh apple apple store w others http t co jzmvbdnm  ->  neg
198 - alexlindsay my wife upgraded her iphone i think siri alone is worth the upgrade looking forward to apple continuing to enhance siri  ->  pos
199 - ok apple your accessories policy is out of hand i need a powered line in to use the mic are you kidding me  ->  neu
200 - can someone explain to me how the hell imessage differs from a text message apple  ->  neu
201 - apple and i m looking at the outside all you see is sticky notes about steve jobs  ->  neu
202 - why doesn t the genius have songs for watch the throne yet huh apple  ->  neu
203 - steve jobs biopic coming soon apple apple stevejobs http t co dxzba bg  ->  neu
204 - gah apple ios opens text messages painfully slow on top of restore attempts succeed early adopterness gets better of me  ->  neg
205 - we did an unexpected workshop for the iphone s at apple yesterday and we got an awesome amount of info notjustaboutthephone gamerchik  ->  pos
206 - lol and what do those look like rt talkyo ish dear apple can we get some afro american emoticons management  ->  neu
207 - you can make photo albums in the photos app with ios but can t password protect them um apple fix that quickly  ->  neg
208 - apple cu  ->  neg
209 - rt terrystorch with twitter and apple partnership would be great if sms from to ios devices would use imessage  ->  neu
210 - turns out my computer isn t as fixed as it is meant to be fuck you apple i m going back to your genius bar to complain annoyed  ->  neg
211 - bravo apple http t co bgotzj k  ->  pos
212 - apple why do you have a volume control in the fast app switcher buttons volume buttons you have them give me a brightness slider wtf  ->  neu
213 - apple i committed to your cloud storage idisk and now it s raining so soon no more idisk any plans for a new service for storage  ->  neg
214 - thanks apple my girlfriend likes siri more than me now  ->  neu
215 - rt mymelange wall to wall people security and a huge line outside just to get in the apple store http t co i khkgjm  ->  neu
216 - apple does ios rape your battery life or am i just using my phone a lot since getting it  ->  neg
217 - apple very disappointed hogwarts not choice on world clock on iphone  ->  neu
218 - apple stuck it to amazon when it unveiled icloud showing that the placement of i before the name of even a failed effort yields success  ->  neu
219 - apple hits samsung in court again http t co l brf yb  ->  neu
220 - i update to ios and lose everything on my phone and it wont let me sign into my itunes account thanks apple  ->  neg
221 - u pick camera iphone s orcamera ipad apple  ->  neu
222 - rt tomcolontonio didn t it occur to apple apple that ppl share itunes accounts amongst family s wtf  ->  neg
223 - apple can suck my dick gotta restore my ipad annoyed  ->  neg
224 - ipad in perpetual restore loop after trying to upgrade to ios apple sux without steve  ->  neg
225 - why doesn t apple icloud sync stickies they ve always been around just nothing every progressed w them why apple why gruber  ->  neg
226 - rt jesperordrup hi apple household has iphones ipads minis apple tv airports timecapsule whats a usable iphoto shari  ->  neu
227 - apple no siri support for canada sucks siri but loving the new iphone upgrade from my gs iphone s  ->  neu
228 - waited in line for nothing fucking genius apple called an app for john not jean stop fucking up my name im not a french boy pcam  ->  neg
229 - need to update my apps my apple id is disabled don t know what to do apple appstore itunes siri assistant  ->  neu
230 - nickthefnicon he can send but not rcve txts so he has an apt apple at pm then he exclaims and i waited a whole year for this phone lmao  ->  neg
231 - apple ios nonstop dropped calls mute button randomly activating person cant hear me pull phone from ear to be on a mobile me screen  ->  neg
232 - going to the apple store today to get this laptop situation figured out  ->  neu
233 - apple thanks for ios loving having my music breaking up like i m talking on a mobile cell phone bring back functional iosdonwgrade  ->  neg
234 - stevejobs being honored tonite apple a truly great loss to the world he will so be missed  ->  pos
235 - wow great deals on refurbed ipad first gen models rt apple offers great deals on refurbished st gen ipads http t co ukwokbgd apple  ->  pos
236 - leg nd apple the new iphone  ->  pos
237 - rt ajrogers purdie rogers tribute to stevejobs and apple we spray painted the macintosh plus w http t co aldictd  ->  neu
238 - fundingroadmap apple also knowing that this is no ending http t co q cbcue  ->  neu
239 - dear apple one day you re going to release a version of itunes that doesn t freeze more often than it works one day  ->  neg
240 - what i that sucks hello apple rt phonedog aaron interesting note droid razr s battery isn t removable  ->  neg
241 - sprint is slow slow slow beware when signing with slowsprint apple iphone iphone iphone s siri android thebufferingnetwork  ->  neu
242 - rt hermy reddclay now that were done prasing apple s ios everyone go subscribe to notsosuperpro shamlessselfpromotion  ->  neu
243 - bkad than apologize to apple  ->  pos
244 - sorry apple but imessage will never be what bbm is disappointed  ->  neg
245 - too many companies don t have apple management sec vid http bit ly pwlpgq entrepreneur startup scalecomputing pioniq  ->  neu
246 - at the bus with my iphone thxx apple  ->  pos
247 - apple not happy with apple today i did the suggested software update and now nothing works  ->  neg
248 - apple itunes is the worst program ever for such a great phone you make some awful software  ->  neg
249 - principal global players will be active in every market amazon apple kobo fbf publaunch mikeshatzkin http t co ndxcmo  ->  neu
250 - st impressions of ios disappointed w upgrade restore lot of apps folders missing apple do how much time went in orging it fail  ->  neg
251 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co eylm pav pampershelloapps  ->  neu
252 - rt gdcurry really apple what have you done to my itunes now i can t click on music movies tv shows or any playlists i get a l  ->  neg
253 - another mention for apple store http t co fiioapkt rt floridamike once again getting great customer service from the apple store  ->  pos
254 - i am now the proud owner of apple tv thanks to big bro steveeadie and family  ->  neu
255 - jane gazmaz hopefully it s a small bug apple must be fixing it right apple itjustworks  ->  neg
256 - hmm it seems i should have checked the identity of apple first  ->  neu
257 - pissed with whoever designs keyboards with apple for not having a home and end key working on the cli i use those keys often  ->  neg
258 - iphone s now reservation only if you want to buy it in an apple store tomorrow you have to reserve online after pm tonight  ->  neu
259 - keepnupwittboyd appstore itunesmusic they fixed a bug thursday after i had done my update thus my issue spent fri apple ios  ->  neu
260 - fail i guess apple didnt notify these clowns that the iphone isnst out yet http t co ycdnt b  ->  neu
261 - apple would much rather get outta this having a see pic and have fun with this have your friends choose music http t co iihbr j  ->  neu
262 - stay young stay foolish but take ownership when u f ck up don t complain and never give up resilience apple  ->  neu
263 - rt mn nova love ios easter eggs pull down from middle top to bottom and see what pulls down awesome little feature ios apple  ->  pos
264 - apple http t co lkm jzin  ->  neu
265 - apple ios is sweet notifications phone search covers mail now wifi sync icloud backup and integrated twitter are all well done  ->  pos
266 - amazing new apple ios feature http t co jatfvfpm  ->  pos
267 - love ios easter eggs pull down from middle top to bottom and see what pulls down awesome little feature apple lovemyiphone  ->  pos
268 - rt porter anderson principal global players will be active in every market amazon apple kobo fbf publaunch mikeshat  ->  neu
269 - is it just me or do other people miss the ipod symbol on the iphone i had the first ipod it s what i relate to apple ios nostalgia  ->  neu
270 - right migrate from older mbp to imac using ethernet not firewire thanks drew for saving me some apple http t co iahhagxy  ->  neu
271 - rt cjwallace so apparently apple put mb cap on your sms with the new update mb storage before it tells you your inbox is full w  ->  neg
272 - wiredinsider beautiful yes though it simply reminds me of apple s spinning wheel of death clock reinvented http t co tjcjaqfl  ->  neu
273 - lemme just say ios is mad cool but it needs a lot of bug fixes apple  ->  neu
274 - fabi m not that i know of i think it is only on ios should get apple to make a desktop app  ->  neu
275 - rt edatpost apple fan eric holder spotted at the genius store http t co ftlttlpn  ->  neu
276 - by far the worst experience upgrading out of any version of ios apple ios  ->  neg
277 - iphone s mp camera its a sony http t co uyizeak sony apple apple iphone s cameras  ->  neu
278 - appleupdates success stories iphone ipad now been on phone to apple mins ipad will not wasting my time apple replaceit  ->  neg
279 - apple iphone s ipad s beautiful technology but alltogether mainly a marketing platform it s obscure is nt it apple lost it s touch  ->  neu
280 - apple would do better to inform customers properly about migrating to icloud many complaints lead to image damage http t co ql zmppo  ->  neg
281 - ihs iphone s shows key design and component changes http t co gzmdzvle apple apple iphome s ios  ->  neu
282 - or hide it rt lucasblack dear apple re newsstand don t advertise magazines for free they re not free alsoallow us to remove the app  ->  neu
283 - paulens it surprises me that apple throws up an error alert about authorizing and there s no authorize this computer button  ->  neg
284 - blackberry does take better quality photos than apple iphone though i give them that photograherseye  ->  neg
285 - video siri also gets angry http t co ku wx chrisvoss apple apple siri iphone s ai  ->  neu
286 - waiting on line apple store at west th street  ->  neu
287 - apple not likely to win appstore suit case against amazon http t co gncdgqsc  ->  neu
288 - hey apple if you send me a free iphone any version will do i will publicly and ceremoniously burn my blackberry  ->  pos
289 - damn you apple  ->  neg
290 - bxlewi hey do you know why apple hasn t added g support yet seems like an odd omission for such an advanced device  ->  neu
291 - so what is behind that giant silver door at the apple store maclife  ->  neu
292 - u know the apple company are giving out ipads because steve jobs past away  ->  neu
293 - wow i am loving this new apple update for my touch coolness well done  ->  pos
294 - asimrang apple umber well so far ive seen it for apps  ->  neu
295 - rt edatpost apple fan eric holder spotted at the genius store http t co lctpxhf  ->  neu
296 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co r wym jx pampershelloapps  ->  neu
297 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co fnbknwmj pampershelloapps ends  ->  neu
298 - apple feel free to accidently ship me a new iphone s nobigdeal  ->  neu
299 - rt shanmoorthy next year is going to be really interesting in tech as google amazon facebook and apple vie for new growth areas  ->  neu
300 - apple freaks is siri available for iphone yet  ->  neu
301 - fashionnoguilt haha tomorrow should be less hectic too cause everyone and their moms was at the apple store today  ->  neu
302 - speechtrans http t co tw szx on apple app store listed as the best bi directional speech to speech translator posts on twitter  ->  neu
303 - principal global players will be active in every market amazon apple kobo mikeshatzkin http t co ndxcmo dbw metacon  ->  neu
304 - min line apple store short pump  ->  neu
305 - adityasood apple quora i totally agree was talking w friends about that yesterday siri everywhere  ->  neu
306 - is leaving steve s photo on the apple home page what he would really want in his honor let s get back to innovation eh mark newton  ->  neu
307 - has been on terminal hold with apple support she must not be the only person having trouble with the new iphone and synching  ->  neg
308 - reddclay well then p s did you respond so fast because of apple s ios  ->  neu
309 - apple ios has been nothing but a pain in the ass no room for my music or photos or apps can i undo this garbage  ->  neg
310 - never purchasing another item from apple  ->  neg
311 - minutes after being at my iphone post ios upgrade has lost of its charge and the apple store folks are out of ideas  ->  neg
312 - making the switch from android to apple iphone iphone s smartphone stevejobs apple store http t co kj pjvkh  ->  pos
313 - rememberin wen apple and blackberry were just fruit nostalgia  ->  neu
314 - rjakesuk mine is past the warranty and i don t have applecare ios apple  ->  neu
315 - lol apple support playing mary j blige during the wait time  ->  neu
316 - and only the first images in my photo roll made it over seriously apple how did you fuck this up so much  ->  neg
317 - apple fan eric holder spotted at the genius store http t co ftlttlpn  ->  neu
318 - hmmmm a lot of siri features don t work in canada location and directions seriously apple come on  ->  neg
319 - apple internode icloud ios piracy omg no wonder ive used all my downloads  ->  neu
320 - stevejobs twitter overwhelmed by reaction to apple founder s death telegraph http t co tqf pjf  ->  neu
321 - seriously i have absolutely no offing clue what apple means by authorization nor how to do it  ->  neg
322 - dear applecongratulations i am suing my insurance company and you just managed to make it to the top of my shit list ineedthosepictures  ->  neg
323 - do wish hudl would come up with a native apple mac version of their video editor especially with hd video but love everything hudl  ->  neu
324 - ios apple  ->  pos
325 - damn it apple whatchu done to my phone  ->  neg
326 - dammit listening to siri is making me want to upgrade well played apple  ->  pos
327 - suddenly lost all address book on gs iphone and someone was using my apple id it all fucked up  ->  neg
328 - dear apple my new air is now a notbook since your update killed wifi bug destroying productivity  ->  neg
329 - learmonth cue improves imessage engages apple content partners customers better http t co hhkvlwfb with social activity messaging  ->  neu
330 - see apple that what s happen when you release iphone s with same crappy design as the old phone  ->  neg
331 - rt stalkertard hey apple how about if iphone s iphone steve and you donate a small portion of the proceeds towards cancer rese  ->  neu
332 - samsung seeks iphone s ban in japan and australiapatent war intensifies with injunction sought against apple http t co qmwjtvnk  ->  neg
333 - you are so blessed apple  ->  pos
334 - a court in sydney banned the sale of samsung s galaxy tab in australia over intellectual property infringement claims by apple ip wars  ->  neu
335 - this video brought a small tear to my eye http t co va ninp watch to stevewoz opinion of stevejobs and apple  ->  neu
336 - just searching with my voice on my year old nexus one apple  ->  neg
337 - this is better than every magazine having their own app eatmagazine apple supports magazines ipad upgrade adds newsstand app  ->  neu
338 - joelplane apple i hear you i ve had trouble with my now i ve even turned down brightness andshuttingdownrunningprograms nohelp  ->  neg
339 - great video apple predicting tablets a form of siri at the end of this article rt jedsinger cont http t co rdbeuctt  ->  neu
340 - this is the first time i ve been unhappy with any apple product disappointed and the internet seems as confused as i am right now  ->  neg
341 - iphone s in space http t co jinnhvwz this is amazing creative apple your products inspire people to do unbelievable things  ->  pos
342 - gone for a run beautiful morning man do i love ios apple iphone  ->  pos
343 - apple buried the ability to manage newsstand subscriptions under app store settings this is inconvenient at best  ->  neu
344 - thank you steve apple store th av http t co nsaisrip  ->  pos
345 - apple please provide support for a bangla keyboard in ios it would make the life of many bengali ios users easier iphone  ->  neu
346 - yes i am live tweeting my apple tech support call isn t this fun  ->  neu
347 - ever since i cleaned my mighty mouse ball with alcohol to get it rolling again any time i click the ball it acts like a left click apple  ->  neu
348 - apple my iphone is charging very slowly  ->  neg
349 - thank you apple ios for email pop up on the lock screen and opening it when unlocking  ->  pos
350 - apple do not buy an iphone s that isn t in the store they are not made yet and defrauding you  ->  neu
351 - poll http t co tzblegaq q should microsoft consider making its own hardware for windows like apple does microsoft windows appl  ->  neu
352 - the line at the apple is just stupid  ->  neg
353 - where is my iphone apple  ->  neg
354 - hailfire irvysan they are then apple happened and snatched siri so they could be douchebags and say it s ours  ->  neg
355 - apple out of respect i really do think the apple logo should be revised to the one you have no doubt seen http t co xnkwgxme  ->  neu
356 - der icloud i hate u and i hope you die you are the worst fucking invention in the world fuck youuuuuuuuuuuu icloud apple stevejobs  ->  neg
357 - so apparently apple put mb cap on your sms with the new update mb storage before it tells you your inbox is full what is this  ->  neg
358 - http t co cvekdoiq line at apple northpark dallas mall gsiphone  ->  neu
359 - people are waiting in line apple for phones at on a tuesday don t you people have jobs no pun intended  ->  neu
360 - my schedule is busy spend unquality time with att apple recover iphone again the mo mobile i get the mo immobile i is sync not  ->  neg
361 - not happy with apple right now the upgrade to my itouch took out my itouch and laptop help  ->  neg
362 - got the new apple update  ->  neu
363 - restored my iphone still no texts dear apple y no love y restrictions on my sms y no texts ios ios atemydingo  ->  neg
364 - hey apple when did you hire therock to tighten the screws on the bottom cases of your macbook pros ouch nicehire  ->  neu
365 - i just told my apple s she was a stupid bitch and her reply was if you insist lol  ->  neu
366 - just registered as an apple developer here s hoping i can actually do it any help greatly appreciated  ->  pos
367 - robert terpstra no worries bud ps they re saying that the s is having a lot of network issues right now i m apple for mac problems  ->  neg
